counter,county,state,address_cross
18728,"El Paso","TX","ELLIS ST/E YANDELL DR"
18729,"El Paso","TX","ELLIS ST/LORETTO RD"
18730,"El Paso","TX","ELM ST/ALTURA AVE"
18731,"El Paso","TX","ELM ST/AURORA AVE"
18732,"El Paso","TX","ELM ST/COPPER AVE"
18733,"El Paso","TX","ELM ST/FEDERAL AVE"
18734,"El Paso","TX","ELM ST/FILLMORE AVE"
18735,"El Paso","TX","ELM ST/FORT BLVD"
18736,"El Paso","TX","ELM ST/FRANKFORT AVE"
18737,"El Paso","TX","ELM ST/GOLD AVE"
18738,"El Paso","TX","ELM ST/GRANT AVE"
18739,"El Paso","TX","ELM ST/HAMILTON AVE"
18740,"El Paso","TX","ELM ST/HARRISON AVE"
18741,"El Paso","TX","ELM ST/IDALIA AVE"
18742,"El Paso","TX","ELM ST/JEFFERSON AVE"
18743,"El Paso","TX","ELM ST/LEBANON AVE"
18744,"El Paso","TX","ELM ST/LOUISVILLE AVE"
18745,"El Paso","TX","ELM ST/MCKINLEY AVE"
18746,"El Paso","TX","ELM ST/MEMPHIS AVE"
18747,"El Paso","TX","ELM ST/MOBILE AVE"
18748,"El Paso","TX","ELM ST/MOREHEAD AVE"
18749,"El Paso","TX","ELM ST/MOUNTAIN AVE"
18750,"El Paso","TX","ELM ST/N PIEDRAS ST"
18751,"El Paso","TX","ELM ST/NASHVILLE AVE"
18752,"El Paso","TX","ELM ST/NATIONS AVE"
18753,"El Paso","TX","ELM ST/PERSHING DR"
18754,"El Paso","TX","ELM ST/PIERCE AVE"
18755,"El Paso","TX","ELM ST/POLK AVE"
18756,"El Paso","TX","ELM ST/PORTLAND AVE"
18757,"El Paso","TX","ELM ST/RICHMOND AVE"
18758,"El Paso","TX","ELM ST/S 6TH ST"
18759,"El Paso","TX","ELM ST/SACRAMENTO AVE"
18760,"El Paso","TX","ELM ST/SAN DIEGO AVE"
18761,"El Paso","TX","ELM ST/SAN JOSE AVE"
18762,"El Paso","TX","ELM ST/SILVER AVE"
18763,"El Paso","TX","ELM ST/TAYLOR AVE"
18764,"El Paso","TX","ELM ST/TYLER AVE"
18765,"El Paso","TX","ELM ST/WHEELING AVE"
18766,"El Paso","TX","ELM/NA"
18767,"El Paso","TX","ELMHURST DR/CIELO VISTA DR"
18768,"El Paso","TX","ELMRIDGE CT/HOOKRIDGE DR"
18769,"El Paso","TX","ELMRIDGE CT/N YARBROUGH DR SB"
18770,"El Paso","TX","ELMWOOD CT/MONTOYA DR"
18771,"El Paso","TX","ELOICE RD/ANNETTE AVE"
18772,"El Paso","TX","ELOICE RD/BASTILLE AVE"
18773,"El Paso","TX","ELOICE RD/BEAUTONNE DR"
18774,"El Paso","TX","ELOICE RD/CORNELL AVE"
18775,"El Paso","TX","ELOICE RD/HARLAN DR"
18776,"El Paso","TX","ELOICE RD/JULIANDRA AVE"
18777,"El Paso","TX","ELOICE RD/ORLEANS AVE"
18778,"El Paso","TX","ELOICE RD/WOODROW BEAN TRANS MOUNTAIN RD EB"
18779,"El Paso","TX","ELOICE RD/YVETTE AVE"
18780,"El Paso","TX","ELON LN/E REDD RD EB"
18781,"El Paso","TX","ELVIN WAY/INDEPENDENCE DR"
18782,"El Paso","TX","ELVIN WAY/LEE STARLING DR"
18783,"El Paso","TX","ELVIN WAY/VICTOR LN"
18784,"El Paso","TX","EMER/NORT"
18785,"El Paso","TX","EMERALD DR/MAGNETIC DR NB"
18786,"El Paso","TX","EMERALD DR/MARBLE DR"
18787,"El Paso","TX","EMERALD POINT DR/RUDY VALDEZ DR"
18788,"El Paso","TX","EMERALD POINT DR/SUNSET POINT DR"
18789,"El Paso","TX","EMERALD STAR DR/CORY DR"
18790,"El Paso","TX","EMERALD VIEW DR/EMERALD STAR DR"
18791,"El Paso","TX","EMERSON ST/EAST RD"
18792,"El Paso","TX","EMERSON ST/HEID AVE"
18793,"El Paso","TX","EMERSON ST/LA JOLLA DR"
18794,"El Paso","TX","EMERSON ST/LIRIO RD"
18795,"El Paso","TX","EMERSON ST/NORTH LOOP DR EB"
18796,"El Paso","TX","EMERSON ST/SAN JOSE RD"
18797,"El Paso","TX","EMERSON ST/WEST ST"
18798,"El Paso","TX","EMERSON/NORTH LOOP"
18799,"El Paso","TX","EMMA WAY/SOCORRO RD"
18800,"El Paso","TX","EMORY RD/BELVA WAY"
18801,"El Paso","TX","EMORY RD/BIRD AVE"
18802,"El Paso","TX","EMORY RD/CYNTHIA LN"
18803,"El Paso","TX","EMORY RD/FRONTERA RD"
18804,"El Paso","TX","EMORY RD/LOVE RD"
18805,"El Paso","TX","EMORY RD/SIESTA WAY"
18806,"El Paso","TX","EMORY RD/SUNLAND PARK DR NB"
18807,"El Paso","TX","EMORY RD/W SUNSET DR"
18808,"El Paso","TX","EMORY RD/W SUNSET RD"
18809,"El Paso","TX","EMPIRE AVE/ADMIRAL ST"
18810,"El Paso","TX","ENCHANTED PASS DR/ENCHANTED RIDGE DR"
18811,"El Paso","TX","ENCHANTED SPRINGS DR/BLUFF CREEK ST"
18812,"El Paso","TX","ENCHANTED SPRINGS DR/NORTHWESTERN DR"
18813,"El Paso","TX","ENCINO DR/DELTA DR"
18814,"El Paso","TX","ENCINO DR/EDNA AVE"
18815,"El Paso","TX","ENCINO DR/ELENA AVE"
18816,"El Paso","TX","ENCINO DR/ROBERT ALVA AVE"
18817,"El Paso","TX","ENERO DR/LOMALAND DR"
18818,"El Paso","TX","ENERO DR/MONTWOOD DR WB"
18819,"El Paso","TX","ENERO DR/PESCADOR DR"
18820,"El Paso","TX","ENGLISH POINT AVE/DECAMP POINT PL"
18821,"El Paso","TX","ENGLISH POINT AVE/HONOUR POINT PL"
18822,"El Paso","TX","ENID CT/ALTO REY AVE"
18823,"El Paso","TX","ENID CT/BRIGHT WATER LN"
18824,"El Paso","TX","ENID CT/N RESLER DR NB"
18825,"El Paso","TX","ENID CT/PALMARY DR"
18826,"El Paso","TX","ENID CT/RIO TINTO DR"
18827,"El Paso","TX","ENID CT/RIO VERDE DR"
18828,"El Paso","TX","ENID CT/SKY VIEW ST"
18829,"El Paso","TX","ENRIQUE GOMEZ DR/BEACHAM ST"
18830,"El Paso","TX","ENRIQUE GOMEZ DR/HUGO REYES ST"
18831,"El Paso","TX","ENRIQUE GOMEZ DR/JOSEPH RODRIGUEZ DR"
18832,"El Paso","TX","ENRIQUE GOMEZ LN/JOSEPH RODRIGUEZ DR"
18833,"El Paso","TX","ENRIQUE LN/HUMBERTO LN"
18834,"El Paso","TX","ENRIQUE LN/INDEPENDENCE DR"
18835,"El Paso","TX","ENTERPRISE CT/SHADOW MOUNTAIN DR NB"
18836,"El Paso","TX","ENVOY WAY/NOTTINGHAM DR"
18837,"El Paso","TX","EQUESTRE DR/CAPORAL CT"
18838,"El Paso","TX","EQUESTRE DR/LA MIRADA CIR"
18839,"El Paso","TX","EQUESTRE DR/W REDD RD EB"
18840,"El Paso","TX","ERATH ST/DEARBORNE DR"
18841,"El Paso","TX","ERIC PAYNE CT/CATHERINE ANN DR"
18842,"El Paso","TX","ERICA ST/ALBUM AVE"
18843,"El Paso","TX","ERNESTO SERNA PL/PEBBLE HILLS BLVD EB"
18844,"El Paso","TX","ERNIE BANKS DR/ROGER MARIS DR"
18845,"El Paso","TX","ERNIE BANKS DR/SEAN HAGGERTY DR EB"
18846,"El Paso","TX","ESC/MONTAN"
18847,"El Paso","TX","ESCALERA DR/BREZO ST"
18848,"El Paso","TX","ESCAPE POINT ST/ENGLISH POINT AVE"
18849,"El Paso","TX","ESCAPE POINT ST/RANIER POINT DR"
18850,"El Paso","TX","ESCAPE POINT ST/SILVER POINT AVE"
18851,"El Paso","TX","ESCARPA DR/ALBUM AVE"
18852,"El Paso","TX","ESCARPA DR/ASHWOOD DR"
18853,"El Paso","TX","ESCARPA DR/BYWOOD DR"
18854,"El Paso","TX","ESCARPA DR/MONTWOOD DR WB"
18855,"El Paso","TX","ESCARPA DR/PEBBLE HILLS BLVD EB"
18856,"El Paso","TX","ESCARPA DR/PICO NORTE RD"
18857,"El Paso","TX","ESCARPA DR/ROMERO DR"
18858,"El Paso","TX","ESCHENBRENNER AVE/BOB HOPE DR"
18859,"El Paso","TX","ESCO/TIO"
18860,"El Paso","TX","ESCOB/TIO DI"
18861,"El Paso","TX","ESCOBAR DR/ALZA DR"
18862,"El Paso","TX","ESCOBAR DR/BURGUNDY DR"
18863,"El Paso","TX","ESCOBAR DR/N ZARAGOZA RD"
18864,"El Paso","TX","ESCOBAR DR/RANGER ST"
18865,"El Paso","TX","ESCOBAR DR/TIO DINK CIR"
18866,"El Paso","TX","ESCOBAR DR/VALLEY CREST DR"
18867,"El Paso","TX","ESCOBAR/TIO DINK"
18868,"El Paso","TX","ESCONDIDO DR/ALTO REY AVE"
18869,"El Paso","TX","ESCONDIDO DR/DAWN DR"
18870,"El Paso","TX","ESCONDIDO DR/EL PUENTE ST"
18871,"El Paso","TX","ESCONDIDO DR/ESPADA DR"
18872,"El Paso","TX","ESCONDIDO DR/ESPINOSO PL"
18873,"El Paso","TX","ESCONDIDO DR/LOS FELINOS CIR"
18874,"El Paso","TX","ESCONDIDO DR/LOS ROBLES DR"
18875,"El Paso","TX","ESCONDIDO DR/N RESLER DR NB"
18876,"El Paso","TX","ESCONDIDO DR/N RESLER DR SB"
18877,"El Paso","TX","ESCONDIDO DR/PALMARY DR"
18878,"El Paso","TX","ESCONDIDO DR/VERDE MAR PL"
18879,"El Paso","TX","ESCONDIDO DR/VILLA CANTO ST"
18880,"El Paso","TX","ESCONDIDO DR/WESTWIND DR"
18881,"El Paso","TX","ESPADA DR/LOS ROBLES DR"
18882,"El Paso","TX","ESPANA LN/FIESTA DR"
18883,"El Paso","TX","ESPER DR/TURNER RD"
18884,"El Paso","TX","ESPERANZA CIR/RIVER BEND DR"
18885,"El Paso","TX","ESPINOSO PL/DAWN DR"
18886,"El Paso","TX","ESPINOSO PL/ESCONDIDO DR"
18887,"El Paso","TX","ESPINOSO PL/PINO REAL DR"
18888,"El Paso","TX","ESPLANADA CIR/WESTSIDE DR"
18889,"El Paso","TX","ESPOLON DR/TOLUCA DR"
18890,"El Paso","TX","EST/ALAM"
18891,"El Paso","TX","ESTANCIAS DE MISIONES/S CLINT SAN ELIZARIO RD"
18892,"El Paso","TX","ESTE/FIND"
18893,"El Paso","TX","ESTEBAN LN/EL PASO DR"
18894,"El Paso","TX","ESTEBAN LN/N GIBRALTAR DR"
18895,"El Paso","TX","ESTEBAN LN/N SEVILLE DR"
18896,"El Paso","TX","ESTEBAN LN/TANGIER PL"
18897,"El Paso","TX","ESTHER LAMA DR/GEORGE DIETER DR NB"
18898,"El Paso","TX","ESTHER LAMA DR/GEORGE DIETER DR SB"
18899,"El Paso","TX","ESTHER LAMA DR/HENRY BRENNAN DR"
18900,"El Paso","TX","ESTHER LAMA DR/PETER COOPER DR"
18901,"El Paso","TX","ESTHER LAMA DR/PULLMAN DR"
18902,"El Paso","TX","ESTHER LAMA/G DIETER"
18903,"El Paso","TX","ESTHER LAMA/ZARAGOZA"
18904,"El Paso","TX","ESTHER RD/LAFAYETTE DR NB"
18905,"El Paso","TX","ESTHER RD/N YARBROUGH DR NB"
18906,"El Paso","TX","ESTRADA DR/GEORGE DIETER DR NB"
18907,"El Paso","TX","ESTRADA DR/GEORGE DIETER DR SB"
18908,"El Paso","TX","ESTRADA DR/MONTWOOD DR EB"
18909,"El Paso","TX","ESTRADA DR/MONTWOOD DR WB"
18910,"El Paso","TX","ESTRADA DR/TRAWOOD DR"
18911,"El Paso","TX","ESTRELLA ST/ALAMEDA AVE EB"
18912,"El Paso","TX","ETHEL ST/COATES DR"
18913,"El Paso","TX","ETHEL ST/CONIFERO CT"
18914,"El Paso","TX","ETHEL ST/EDGAR RD"
18915,"El Paso","TX","ETHEL ST/LIANA CT"
18916,"El Paso","TX","ETHEL ST/MIKE LN"
18917,"El Paso","TX","EUB/MESA"
18918,"El Paso","TX","EUBANK CT/KRUPP DR"
18919,"El Paso","TX","EUBANK CT/N MESA ST NB"
18920,"El Paso","TX","EUBANK CT/N MESA ST SB"
18921,"El Paso","TX","EUBANK CT/WESTCITY CT"
18922,"El Paso","TX","EUCALYPTUS ST/E MISSOURI AVE"
18923,"El Paso","TX","EUCALYPTUS ST/GATEWAY EAST BLVD"
18924,"El Paso","TX","EUCLID ST/EL PASO DR"
18925,"El Paso","TX","EUCLID ST/GATEWAY EAST BLVD"
18926,"El Paso","TX","EUCLID ST/MONTVIEW CT"
18927,"El Paso","TX","EUPHRATES DR/PENDALE RD"
18928,"El Paso","TX","EVALYN AVE/BYRON ST"
18929,"El Paso","TX","EVALYN AVE/LOGAN PL"
18930,"El Paso","TX","EVALYN AVE/PARTELLO ST"
18931,"El Paso","TX","EVANS PL/MOUNTAIN WALK DR"
18932,"El Paso","TX","EVEREST DR/SHASTA DR"
18933,"El Paso","TX","EVERGREEN ST/ALAMEDA AVE EB"
18934,"El Paso","TX","EVERGREEN ST/PERA AVE"
18935,"El Paso","TX","EVERT DR/UPPER VALLEY RD"
18936,"El Paso","TX","EX/RIO"
18937,"El Paso","TX","EXCALIBUR DR/SIR GARETH DR"
18938,"El Paso","TX","EXCELSIOR RD/ELGIN DR"
18939,"El Paso","TX","EXCELSIOR RD/NORTH LOOP DR EB"
18940,"El Paso","TX","EXCELSIOR RD/NOTTINGHAM DR"
18941,"El Paso","TX","EXE/I10 W"
18942,"El Paso","TX","EXE/SAN"
18943,"El Paso","TX","EXEC/MESA"
18944,"El Paso","TX","EXEC/RIO"
18945,"El Paso","TX","EXEC/RIO BRAV"
18946,"El Paso","TX","EXEC/SUN"
18947,"El Paso","TX","EXECUTIVE CENTER BLVD EB/EXECUTIVE CENTER ON RAMP EB"
18948,"El Paso","TX","EXECUTIVE CENTER BLVD EB/EXIT 16 EXECUTIVE CENTER RAMP EB"
18949,"El Paso","TX","EXECUTIVE CENTER BLVD EB/EXIT 16 EXECUTIVE CENTER RAMP WB"
18950,"El Paso","TX","EXECUTIVE CENTER BLVD EB/I-10 HWY EB"
18951,"El Paso","TX","EXECUTIVE CENTER BLVD EB/N MESA ST NB"
18952,"El Paso","TX","EXECUTIVE CENTER BLVD EB/N MESA ST SB"
18953,"El Paso","TX","EXECUTIVE CENTER BLVD EB/PINNACLE ST"
18954,"El Paso","TX","EXECUTIVE CENTER BLVD EB/RIO BRAVO ST"
18955,"El Paso","TX","EXECUTIVE CENTER BLVD EB/SAN MARCOS DR"
18956,"El Paso","TX","EXECUTIVE CENTER BLVD EB/W PAISANO DR EB"
18957,"El Paso","TX","EXECUTIVE CENTER BLVD EB/W PAISANO DR WB"
18958,"El Paso","TX","EXECUTIVE CENTER BLVD EB/WESTCITY CT"
18959,"El Paso","TX","EXECUTIVE CENTER BLVD WB/EXECUTIVE CENTER ON RAMP WB"
18960,"El Paso","TX","EXECUTIVE CENTER BLVD WB/EXIT 16 EXECUTIVE CENTER RAMP EB"
18961,"El Paso","TX","EXECUTIVE CENTER BLVD WB/I-10 HWY WB"
18962,"El Paso","TX","EXECUTIVE CENTER BLVD WB/N MESA ST NB"
18963,"El Paso","TX","EXECUTIVE CENTER BLVD WB/N MESA ST SB"
18964,"El Paso","TX","EXECUTIVE CENTER BLVD WB/PINNACLE ST"
18965,"El Paso","TX","EXECUTIVE CENTER BLVD WB/RIO BRAVO ST"
18966,"El Paso","TX","EXECUTIVE CENTER BLVD WB/W PAISANO DR EB"
18967,"El Paso","TX","EXECUTIVE CENTER BLVD WB/W PAISANO DR WB"
18968,"El Paso","TX","EXECUTIVE CENTER ON RAMP EB/I-10 HWY EB"
18969,"El Paso","TX","EXECUTIVE CENTER ON RAMP WB/I-10 HWY WB"
18970,"El Paso","TX","EXECUTIVE/PAISANO"
18971,"El Paso","TX","EXIT 11 I10 E RAMP WB/I-10 HWY EB"
18972,"El Paso","TX","EXIT 11 I10 E RAMP WB/LOOP 375 HWY WB"
18973,"El Paso","TX","EXIT 11 MESA RAMP EB/I-10 HWY EB"
18974,"El Paso","TX","EXIT 11 MESA RAMP EB/S DESERT BLVD"
18975,"El Paso","TX","EXIT 11 MESA RAMP WB/I-10 HWY WB"
18976,"El Paso","TX","EXIT 11 MESA RAMP WB/N MESA ST SB"
18977,"El Paso","TX","EXIT 11B RESLER RAMP EB/TRANS MOUNTAIN RD EB"
18978,"El Paso","TX","EXIT 11B RESLER RAMP WB/LOOP 375 HWY WB"
18979,"El Paso","TX","EXIT 12 RESLER RAMP NB/I-10 HWY WB"
18980,"El Paso","TX","EXIT 13 PASEO DEL NORTE RAMP EB/LOOP 375 HWY EB"
18981,"El Paso","TX","EXIT 13 SUNLAND PARK RAMP EB/I-10 HWY EB"
18982,"El Paso","TX","EXIT 13 SUNLAND PARK RAMP WB/I-10 HWY WB"
18983,"El Paso","TX","EXIT 13 SUNLAND PARK RAMP WB/SUNLAND PARK DR NB"
18984,"El Paso","TX","EXIT 13 SUNLAND PARK RAMP WB/SUNLAND PARK DR SB"
18985,"El Paso","TX","EXIT 13 SUNLAND PARK RAMP WB/W PAISANO DR WB"
18986,"El Paso","TX","EXIT 16 EXECUTIVE CENTER RAMP EB/EXECUTIVE CENTER BLVD EB"
18987,"El Paso","TX","EXIT 16 EXECUTIVE CENTER RAMP EB/I-10 HWY EB"
18988,"El Paso","TX","EXIT 16 EXECUTIVE CENTER RAMP EB/SAN MARCOS DR"
18989,"El Paso","TX","EXIT 16 EXECUTIVE CENTER RAMP WB/EXECUTIVE CENTER BLVD WB"
18990,"El Paso","TX","EXIT 16 EXECUTIVE CENTER RAMP WB/I-10 HWY WB"
18991,"El Paso","TX","EXIT 18A SCHUSTER RAMP EB/I-10 HWY EB"
18992,"El Paso","TX","EXIT 18A SCHUSTER RAMP EB/W SCHUSTER AVE NB"
18993,"El Paso","TX","EXIT 18A SCHUSTER RAMP WB/I-10 HWY WB"
18994,"El Paso","TX","EXIT 18A SCHUSTER RAMP WB/SUN BOWL DR"
18995,"El Paso","TX","EXIT 18B PORFIRIO DIAZ RAMP EB/I-10 HWY EB"
18996,"El Paso","TX","EXIT 18B PORFIRIO DIAZ RAMP WB/I-10 HWY WB"
18997,"El Paso","TX","EXIT 19 DOWNTOWN RAMP EB/I-10 HWY EB"
18998,"El Paso","TX","EXIT 19A MESA RAMP WB/I-10 HWY WB"
18999,"El Paso","TX","EXIT 19A MESA RAMP WB/N KANSAS ST"
19000,"El Paso","TX","EXIT 19B DOWNTOWN RAMP WB/I-10 HWY WB"
19001,"El Paso","TX","EXIT 20 COTTON RAMP WB/E MISSOURI AVE"
19002,"El Paso","TX","EXIT 20 COTTON RAMP WB/I-10 HWY WB"
19003,"El Paso","TX","EXIT 20 DALLAS RAMP EB/DALLAS ST"
19004,"El Paso","TX","EXIT 20 DALLAS RAMP EB/I-10 HWY EB"
19005,"El Paso","TX","EXIT 20A DOWNTOWN RAMP SB/PATRIOT FWY NB"
19006,"El Paso","TX","EXIT 20B MARSHALL RAMP WB/FRED WILSON AVE"
19007,"El Paso","TX","EXIT 21 - US 54 RAMP WB/WOODROW BEAN TRANS MOUNTAIN RD WB"
19008,"El Paso","TX","EXIT 21 CHAFFEE RAMP EB/LIBERTY EXPY EB"
19009,"El Paso","TX","EXIT 21 PIEDRAS RAMP EB/GATEWAY EAST BLVD"
19010,"El Paso","TX","EXIT 21 PIEDRAS RAMP EB/I-10 HWY EB"
19011,"El Paso","TX","EXIT 21 PIEDRAS RAMP WB/GATEWAY WEST BLVD"
19012,"El Paso","TX","EXIT 21 PIEDRAS RAMP WB/I-10 HWY WB"
19013,"El Paso","TX","EXIT 21 TROWBRIDGE RAMP NB/BLISS AVE"
19014,"El Paso","TX","EXIT 21 TROWBRIDGE RAMP NB/PATRIOT FWY NB"
19015,"El Paso","TX","EXIT 21A VAN HORN RAMP SB/PATRIOT FWY SB"
19016,"El Paso","TX","EXIT 21C MONTANA RAMP SB/GATEWAY SOUTH BLVD"
19017,"El Paso","TX","EXIT 21C MONTANA RAMP SB/PATRIOT FWY SB"
19018,"El Paso","TX","EXIT 22 - ALCAN RAMP EB/PURPLE HEART MEMORIAL HWY EB"
19019,"El Paso","TX","EXIT 22 - ALCAN RAMP EB/WOODROW BEAN TRANS MOUNTAIN RD EB"
19020,"El Paso","TX","EXIT 22 PERSHING RAMP NB/PATRIOT FWY NB"
19021,"El Paso","TX","EXIT 22 SERGEANT MAJOR RAMP EB/LIBERTY EXPY EB"
19022,"El Paso","TX","EXIT 22A COPIA RAMP EB/GATEWAY EAST BLVD"
19023,"El Paso","TX","EXIT 22A COPIA RAMP EB/I-10 HWY EB"
19024,"El Paso","TX","EXIT 22A COPIA RAMP WB/I-10 HWY WB"
19025,"El Paso","TX","EXIT 22B PATRIOT FWY RAMP EB/I-10 HWY EB"
19026,"El Paso","TX","EXIT 22B PATRIOT FWY RAMP EB/RAMP H NB"
19027,"El Paso","TX","EXIT 23 CASSIDY RAMP NB/GATEWAY NORTH BLVD"
19028,"El Paso","TX","EXIT 23 CASSIDY RAMP NB/PATRIOT FWY NB"
19029,"El Paso","TX","EXIT 23 CASSIDY RAMP SB/PATRIOT FWY SB"
19030,"El Paso","TX","EXIT 23A RAYNOLDS RAMP EB/GATEWAY EAST BLVD"
19031,"El Paso","TX","EXIT 23A RAYNOLDS RAMP EB/I-10 HWY EB"
19032,"El Paso","TX","EXIT 23A RAYNOLDS RAMP WB/GATEWAY WEST BLVD"
19033,"El Paso","TX","EXIT 23A RAYNOLDS RAMP WB/I-10 HWY WB"
19034,"El Paso","TX","EXIT 23B PAISANO RAMP EB/GATEWAY EAST BLVD"
19035,"El Paso","TX","EXIT 23B PAISANO RAMP EB/I-10 HWY EB"
19036,"El Paso","TX","EXIT 23B PAISANO RAMP WB/I-10 HWY WB"
19037,"El Paso","TX","EXIT 24 BOMARC RAMP EB/PURPLE HEART MEMORIAL HWY EB"
19038,"El Paso","TX","EXIT 24 FRED WILSON RAMP NB/GATEWAY NORTH BLVD"
19039,"El Paso","TX","EXIT 24 FRED WILSON RAMP NB/PATRIOT FWY NB"
19040,"El Paso","TX","EXIT 24 FRED WILSON RAMP SB/GATEWAY SOUTH BLVD"
19041,"El Paso","TX","EXIT 24 FRED WILSON RAMP SB/PATRIOT FWY SB"
19042,"El Paso","TX","EXIT 24 GERONIMO RAMP WB/I-10 HWY WB"
19043,"El Paso","TX","EXIT 24 MCCOMBS RAMP WB/PURPLE HEART MEMORIAL HWY WB"
19044,"El Paso","TX","EXIT 24 PERSHING RAMP SB/PATRIOT FWY SB"
19045,"El Paso","TX","EXIT 24 RAILROAD RAMP EB/PURPLE HEART MEMORIAL HWY EB"
19046,"El Paso","TX","EXIT 24A TROWBRIDGE RAMP EB/GATEWAY EAST BLVD"
19047,"El Paso","TX","EXIT 24A TROWBRIDGE RAMP EB/I-10 HWY EB"
19048,"El Paso","TX","EXIT 24B GERONIMO RAMP EB/GATEWAY EAST BLVD"
19049,"El Paso","TX","EXIT 24B GERONIMO RAMP EB/I-10 HWY EB"
19050,"El Paso","TX","EXIT 24B SPUR 601 RAMP EB/PATRIOT FWY NB"
19051,"El Paso","TX","EXIT 24B SPUR 601 RAMP EB/PATRIOT FWY SB"
19052,"El Paso","TX","EXIT 24B SPUR 601 RAMP NB/PATRIOT FWY NB"
19053,"El Paso","TX","EXIT 24B SPUR 601 RAMP SB/PATRIOT FWY SB"
19054,"El Paso","TX","EXIT 25 AIRWAY RAMP EB/GATEWAY EAST BLVD"
19055,"El Paso","TX","EXIT 25 AIRWAY RAMP EB/I-10 HWY EB"
19056,"El Paso","TX","EXIT 25 AIRWAY RAMP WB/GATEWAY WEST BLVD"
19057,"El Paso","TX","EXIT 25 AIRWAY RAMP WB/I-10 HWY WB"
19058,"El Paso","TX","EXIT 25 ELLERTHORPE RAMP NB/PATRIOT FWY NB"
19059,"El Paso","TX","EXIT 25 ELLERTHORPE RAMP SB/GATEWAY SOUTH BLVD"
19060,"El Paso","TX","EXIT 25 ELLERTHORPE RAMP SB/PATRIOT FWY SB"
19061,"El Paso","TX","EXIT 25 OLD IRONSIDES RAMP EB/GLOBAL REACH DR SB"
19062,"El Paso","TX","EXIT 25 OLD IRONSIDES RAMP EB/LIBERTY EXPY EB"
19063,"El Paso","TX","EXIT 25 OLD IRONSIDES RAMP EB/OLD IRONSIDES DR SB"
19064,"El Paso","TX","EXIT 25 OLD IRONSIDES RAMP WB/LIBERTY EXPY WB"
19065,"El Paso","TX","EXIT 25 RAILROAD RAMP WB/PURPLE HEART MEMORIAL HWY NB"
19066,"El Paso","TX","EXIT 25 RAILROAD RAMP WB/PURPLE HEART MEMORIAL HWY WB"
19067,"El Paso","TX","EXIT 26 CONSTITUTION RAMP EB/LIBERTY EXPY EB"
19068,"El Paso","TX","EXIT 26 CONSTITUTION RAMP WB/BLACKHAWK TANK TRL"
19069,"El Paso","TX","EXIT 26 CONSTITUTION RAMP WB/LIBERTY EXPY WB"
19070,"El Paso","TX","EXIT 26 HAWKINS RAMP EB/GATEWAY EAST BLVD"
19071,"El Paso","TX","EXIT 26 HAWKINS RAMP EB/I-10 HWY EB"
19072,"El Paso","TX","EXIT 26 HAWKINS RAMP WB/GATEWAY WEST BLVD"
19073,"El Paso","TX","EXIT 26 HAWKINS RAMP WB/I-10 HWY WB"
19074,"El Paso","TX","EXIT 26 HERCULES RAMP NB/PATRIOT FWY NB"
19075,"El Paso","TX","EXIT 26 HERCULES RAMP SB/EDGAR PARK AVE"
19076,"El Paso","TX","EXIT 26 HERCULES RAMP SB/GATEWAY SOUTH BLVD"
19077,"El Paso","TX","EXIT 26 HERCULES RAMP SB/PATRIOT FWY SB"
19078,"El Paso","TX","EXIT 27 HONDO PASS RAMP NB/GATEWAY NORTH BLVD"
19079,"El Paso","TX","EXIT 27 HONDO PASS RAMP NB/PATRIOT FWY NB"
19080,"El Paso","TX","EXIT 27 HONDO PASS RAMP NB/SKYLINE AVE"
19081,"El Paso","TX","EXIT 27 HONDO PASS RAMP SB/GATEWAY SOUTH BLVD"
19082,"El Paso","TX","EXIT 27 HONDO PASS RAMP SB/PATRIOT FWY SB"
19083,"El Paso","TX","EXIT 27 HUNTER RAMP EB/GATEWAY EAST BLVD"
19084,"El Paso","TX","EXIT 27 HUNTER RAMP EB/I-10 HWY EB"
19085,"El Paso","TX","EXIT 28 DIANA RAMP NB/GATEWAY NORTH BLVD"
19086,"El Paso","TX","EXIT 28 DIANA RAMP NB/PATRIOT FWY NB"
19087,"El Paso","TX","EXIT 28 DIANA RAMP SB/GATEWAY SOUTH BLVD"
19088,"El Paso","TX","EXIT 28 DIANA RAMP SB/PATRIOT FWY SB"
19089,"El Paso","TX","EXIT 28 SERGEANT MAJOR RAMP NB/LIBERTY ON RAMP NB"
19090,"El Paso","TX","EXIT 28 SERGEANT MAJOR RAMP NB/PURPLE HEART MEMORIAL HWY NB"
19091,"El Paso","TX","EXIT 28 SERGEANT MAJOR RAMP SB/PURPLE HEART MEMORIAL HWY SB"
19092,"El Paso","TX","EXIT 28A GILES RAMP EB/GATEWAY EAST BLVD"
19093,"El Paso","TX","EXIT 28A GILES RAMP EB/I-10 HWY EB"
19094,"El Paso","TX","EXIT 28A MCRAE RAMP EB/I-10 HWY EB"
19095,"El Paso","TX","EXIT 28A MCRAE RAMP WB/GATEWAY WEST BLVD"
19096,"El Paso","TX","EXIT 28A MCRAE RAMP WB/I-10 HWY WB"
19097,"El Paso","TX","EXIT 28B YARBROUGH RAMP EB/GATEWAY EAST BLVD"
19098,"El Paso","TX","EXIT 28B YARBROUGH RAMP EB/I-10 HWY EB"
19099,"El Paso","TX","EXIT 28B YARBROUGH RAMP WB/I-10 HWY WB"
